State,Grade,Standard ID,Standard Text,Project Name,Course Name,Match Rationale
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.1 Giants on the Loose!,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.1 I'm Hungry,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.2 Fan Review,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.2 Interactive Story,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.2 Robot Kids,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.3 Let's Party!,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.3 Let's Party!,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.3 Optical Ilusions,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.3 User Namer,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.4 Animal Life,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.4 Movie Trailer,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.4 Two Truths One Lie,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.5 Big Debut,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.5 Cheer Up!,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.5 Costume Shop,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.6 Passion Project,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.6 Passion Project,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,1.6 Speaking Style,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.1 Can I Take Your Order?,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.1 Shopping Spree,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.1 Show and Tell Room,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.2 Animal Trainer,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.2 Restaurant Menu,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.2 The G.O.A.T.,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.3 Island Survivors,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.3 Island Survivors,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.3 Playlist Creator,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.3 The Great Race,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.4 Dream House,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.4 Endangered Species,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,"2.4 I Want It, I Bought It",Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.5 Scavenger Hunt,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.5 Sports Reporter,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.5 This or That,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.6 Number Trick,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.6 Passion Project,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,2.6 Passion Project,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.1 Awards Show,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.1 Into the TV,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.1 Snack Shack,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.2 Festival Planner,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.2 Text Adventure,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.2 Time Traveler,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.3 Clubhouse,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.3 Clubhouse,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.3 Epic Mission,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.3 Trivia Countdown,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.4 Ask the Expert,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.4 Choose Your Fighter,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.4 Spot the Bot,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.5 Hidden Treasure,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.5 Meme Museum,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.5 Riddle Keeper,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.6 Passion Project,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.6 Passion Project,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,3.6 Superfan,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.1 Digital Pet,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.1 Dream Machine,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.1 Dream Machine,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.1 Special Request,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.2 Gabby the Chatbot,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.2 Postify,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.2 Time Loop,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.2 Time Loop,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.3 Horoscope,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.3 Mystery Manor,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.3 Portal Puzzle,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.3 Portal Puzzle,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.4 Collaborative Sentence,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.4 Feeding Frenzy,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.4 Feeding Frenzy,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.4 Personality Quizmaker,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.5 Passion Project,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.5 Target Practice,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.5 Target Practice,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.5 Wizard Batttle,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.6 Passion Project,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.6 Passion Project,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,4.6 Rock Paper Scissors,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.1 Product Insights,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.1 Video Prompter,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.1 Virtual Pet,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.1 Virtual Pet,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.2 Color Challenge,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.2 Personal Portfolio,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.2 Pinball Champion,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.2 Pinball Champion,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.3 Code Corporation,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.3 Search and Rescue,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.3 Search and Rescue,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.3 Trick Challenge,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.4 Life Frame,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.4 Lightning Round,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.4 Photo Shoot,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.4 Photo Shoot,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.5 Dance Creator,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.5 Final Lap,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.5 Final Lap,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.5 Passion Project,Web Development,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.6 Detective,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.6 Passion Project,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,5.6 Passion Project,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,6.1 Emoji Quilts,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,6.2 Super Emoji Quilts,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,6.3 Disco Dancer,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,6.4 ASCII Pets,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,Capstone #1 A Symbiotic World,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,Capstone #1 A Symbiotic World,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,Capstone #1 Business Founder,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,Capstone #2 Interview an Innovator,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,Capstone #2 Interview an Innovator,CS Connections with VR,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.23,Design a digital artifact to propose a solution for a content-related problem.,Capstone #2 Media Recommender,Intro to Python,Matched CSTA 0.06; shared tokens design
AL,8,DLCS18.8.24,Compare and contrast common methods of cybersecurity.,0.3 The Internet & You,CS Connections with VR,Matched CSTA 0.08; shared tokens methods
AL,8,DLCS18.8.24,Compare and contrast common methods of cybersecurity.,0.5 Coding Superheroes,CS Connections with VR,Matched CSTA 0.07; shared tokens compare
AL,8,DLCS18.8.25,Create a model that represents a system.,0.3 The Internet & You,CS Connections with VR,Matched CSTA 0.09; shared tokens model
AL,8,DLCS18.8.25,Create a model that represents a system.,0.3 The Internet & You,CS Connections with VR,Matched CSTA 0.09; shared tokens model
AL,8,DLCS18.8.25,Create a model that represents a system.,1.2 Interactive Story,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,1.3 User Namer,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,1.4 Movie Trailer,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,1.5 Big Debut,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,1.6 Speaking Style,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,2.1 Can I Take Your Order?,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,2.2 Animal Trainer,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,2.2 The G.O.A.T.,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,2.3 Island Survivors,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,2.3 The Great Race,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,2.4 Dream House,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,"2.4 I Want It, I Bought It",Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,2.5 Scavenger Hunt,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,2.5 Sports Reporter,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,2.6 Number Trick,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,2.6 Passion Project,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.1 Into the TV,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.1 Snack Shack,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.2 Text Adventure,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.2 Time Traveler,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.3 Clubhouse,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.3 Trivia Countdown,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.4 Ask the Expert,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.4 Spot the Bot,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.5 Hidden Treasure,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.5 Riddle Keeper,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.6 Passion Project,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,3.6 Superfan,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.1 Digital Pet,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.1 Dream Machine,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.1 Special Request,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.2 Gabby the Chatbot,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.2 Postify,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.2 Time Loop,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.3 Horoscope,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.3 Mystery Manor,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.3 Portal Puzzle,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.4 Collaborative Sentence,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.4 Feeding Frenzy,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.4 Personality Quizmaker,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.5 Passion Project,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.5 Target Practice,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.5 Wizard Batttle,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.6 Passion Project,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,4.6 Rock Paper Scissors,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.1 Product Insights,Web Development,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.1 Product Insights,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.1 Video Prompter,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.1 Virtual Pet,CS Connections with VR,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.1 Virtual Pet,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.2 Color Challenge,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.2 Personal Portfolio,Web Development,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.2 Personal Portfolio,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.2 Pinball Champion,CS Connections with VR,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.2 Pinball Champion,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.3 Code Corporation,Web Development,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.3 Code Corporation,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.3 Search and Rescue,CS Connections with VR,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.3 Search and Rescue,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.3 Trick Challenge,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.4 Life Frame,Web Development,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.4 Life Frame,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.4 Lightning Round,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.4 Photo Shoot,CS Connections with VR,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.4 Photo Shoot,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.5 Dance Creator,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.5 Final Lap,CS Connections with VR,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.5 Final Lap,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.5 Passion Project,Web Development,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.5 Passion Project,Web Development,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.6 Detective,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.6 Passion Project,CS Connections with VR,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,5.6 Passion Project,CS Connections with VR,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,6.1 Emoji Quilts,Intro to Python,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,6.1 Emoji Quilts,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,6.2 Super Emoji Quilts,Intro to Python,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,6.2 Super Emoji Quilts,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,6.3 Disco Dancer,Intro to Python,Matched CSTA 0.09; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,6.3 Disco Dancer,Intro to Python,Matched CSTA 0.07; shared tokens create
AL,8,DLCS18.8.25,Create a model that represents a system.,6.4 ASCII Pets,Intro to Python,Matched CSTA 0.09; shared tokens create
